pair.n,sp1.english,sp2.english,sp1.treename,sp2.treename,sp1.family,sp2.family2,IT.classif,hybrid.ok,BL.BBS.eBird_Sympatry,BBSe.syntopy1u,BBSe.syntopy2u,BBSe.syntopyOu,logBBSe.syntopy1u,logBBSe.syntopy2u,logBBSe.syntopyOu,patristic.distance,Plumage.mean.score,sp1.guild1,sp1.guild2,sp1.guild3,sp2.guild1,sp2.guild2,sp2.guild3,samefoodtype,samesubstrate,sametechnique,guildoverlap.sum,proportion.shared.axes,sp1.hole.nester,sp2.hole.nester,both.hole.nester,sp1.territory.type,sp2.territory.type,same.territory.type,sp1.habitat.complexity,sp2.habitat.complexity,max.habitat.complexity,sp1.male.bill.len,sp1.female.bill.len,sp2.male.bill.len,sp2.female.bill.len,sp1.mass,sp2.mass,song.pcdists.std,mean.max.xcor,animal,species1,species2,mass.diff.sqrt,bill.diff.sqrt,same.family,both.migratory,both.resident,plumage.diff.sq,sympatry.sq,simple.habitat
952,Henslow's Sparrow,Marsh Wren,Ammodramus_henslowii,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.554682302,0,0,0,-4.605170186,-4.605170186,-4.605170186,87.37121756,2.113636364,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,1,1,1,12.3,11.5,13.5,13.5,12.8,11.25,12.25459307,0.234944523,Node55,Cistothorus_palustris,Ammodramus_henslowii,0.359272936,0.305107232,0,1,0,4.467458679,0.307672456,1
953,Le Conte's Sparrow,Marsh Wren,Ammodramus_leconteii,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.513824226,0.117273945,1.686342006,0.027829098,-2.061413468,0.528474172,-3.274676684,87.37121757,2.543055556,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,1,1,1,9.1,9.1,13.5,13.5,13,11.7,7.95020628,-0.105306739,Node55,Ammodramus_leconteii,Cistothorus_palustris,0.324592846,0.628024898,0,1,0,6.467131561,0.264015335,1
954,Saltmarsh Sparrow,Seaside Sparrow,Ammodramus_caudacutus,Ammodramus_maritimus,Emberizidae,Emberizidae,1,1,0.735058688,0.596190768,4.604752292,0.09519605,-0.500560544,1.529258192,-2.251929527,5.055671,2.21969697,omnivoregroundforager,NA,NA,molluscovoresaltmarshgleaner,insectivoresaltmarshgleaner,crustaceovoresaltmarshgleaner,0,0,0,0,0,no,no,0,1,3,0,1,1,1,12.25034307,12.25034307,12.25034307,12.25034307,23.25,19.25,9.008485673,0.567373169,Node170,Ammodramus_caudacutus,Ammodramus_maritimus,0.434504397,0,1,1,0,4.927054639,0.540311275,1
955,Nelson's Sparrow,Marsh Wren,Ammodramus_nelsoni,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.561615332,0.132763202,9.742579831,0.02576622,-1.946567951,2.277531848,-3.330751406,87.37121757,3.008928572,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,1,5,0,1,1,1,11.45661189,11.45661189,13.5,13.5,14.35,11.7,4.806712566,0.50786658,Node55,Cistothorus_palustris,Ammodramus_nelsoni,0.451841898,0.405120555,0,1,0,9.053651151,0.315411781,1
956,Lark Sparrow,Clay-colored Sparrow,Chondestes_grammacus,Spizella_pallida,Emberizidae,Emberizidae,0,0,0.224621516,0.21985259,1.597510857,0.029994182,-1.470317089,0.474686931,-3.219021285,28.14826784,1.5625,omnivoregroundforager,NA,NA,omnivorelowercanopyforager,omnivoregroundforager,NA,1,1,1,3,0.833333333,no,no,0,4,4,1,2,1,2,9.52,9.55,9.325,9.4,29,11.2,9.562990583,0.352072772,Node151,Chondestes_grammacus,Spizella_pallida,0.975388154,0.143860638,1,1,0,2.44140625,0.050454825,0
957,Lark Sparrow,Brewer's Sparrow,Chondestes_grammacus,Spizella_breweri,Emberizidae,Emberizidae,0,0,0.677698377,0.026927013,0.383950486,0.005405268,-3.298811936,-0.931530048,-4.17304575,28.14826784,1.883928572,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,4,5,0,2,2,2,9.52,9.55,8.8,8.217469051,29,10.9,5.006358265,0.232873754,Node151,Spizella_breweri,Chondestes_grammacus,0.98920829,0.28043382,1,1,0,3.549186864,0.45927509,0
958,Lark Sparrow,Botteri's Sparrow,Chondestes_grammacus,Aimophila_botterii,Emberizidae,Emberizidae,0,0,0.634912174,0,0,0,-4.605170186,-4.605170186,-4.605170186,28.14826784,2.0625,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,4,5,0,2,1,2,9.52,9.55,8.4,11.09582499,29,19.9,4.196197451,0.246289161,Node151,Aimophila_botterii,Chondestes_grammacus,0.613657965,0.353784034,1,0,0,4.25390625,0.403113469,0
959,Lark Sparrow,Cassin's Sparrow,Chondestes_grammacus,Aimophila_cassinii,Emberizidae,Emberizidae,0,0,0.866052426,0.25,3.595890411,0.003424658,-1.347073648,1.282568734,-4.310662114,28.14826783,1.9375,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,4,5,0,2,1,2,9.52,9.55,12,12,29,18.9,7.670222928,0.196202616,Node151,Aimophila_cassinii,Chondestes_grammacus,0.654319423,0.481156732,1,1,0,3.75390625,0.750046805,0
960,Lark Sparrow,Lark Bunting,Chondestes_grammacus,Calamospiza_melanocorys,Emberizidae,Emberizidae,0,0,0.775595823,0.46231885,0.734154859,0.030705109,-0.750100992,-0.295506122,-3.201401666,12.37641368,3.866666667,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,4,5,0,2,1,2,9.52,9.55,14,13,29,37.6,2.893578565,0.218106883,Node152,Chondestes_grammacus,Calamospiza_melanocorys,0.509615758,0.621017295,1,1,0,14.95111111,0.601548881,0
961,Lark Sparrow,Bewick's Wren,Chondestes_grammacus,Thryomanes_bewickii,Emberizidae,Troglodytidae,0,0,0.657483702,0.04240657,0.487166374,0.007075608,-2.948723314,-0.698830552,-4.070104267,87.37121758,2.6875,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,yes,0,4,5,0,2,2,2,9.52,9.55,14.1,14.2,29,9.9,4.301734497,0.279469149,Node55,Chondestes_grammacus,Thryomanes_bewickii,1.03670684,0.626721588,0,1,0,7.22265625,0.432284818,0
962,Lark Sparrow,House Wren,Chondestes_grammacus,Troglodytes_aedon,Emberizidae,Troglodytidae,0,0,0.664894841,0.089806419,1.702538365,0.026448704,-2.304522779,0.537976694,-3.311849377,87.37121759,3.125,omnivoregroundforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,4,5,0,2,3,3,9.52,9.55,12.325,12.25,29,10.4,3.699525214,0.342424629,Node55,Chondestes_grammacus,Troglodytes_aedon,1.012664813,0.508168152,0,1,0,9.765625,0.44208515,0
963,Lark Sparrow,Marsh Wren,Chondestes_grammacus,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.376992989,0.020796994,0.128262717,0.001361844,-3.480338191,-1.978599657,-4.477494555,87.37121758,2.473214286,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,4,5,0,2,1,2,9.52,9.55,13.5,13.5,29,11.7,4.669689903,0.350117562,Node55,Chondestes_grammacus,Cistothorus_palustris,0.952736579,0.591011706,0,1,0,6.116788904,0.142123714,0
964,White-crowned Sparrow,Clay-colored Sparrow,Zonotrichia_leucophrys,Spizella_pallida,Emberizidae,Emberizidae,0,0,0.194811016,0.596491228,1.401852332,0.060984245,-0.500065014,0.344902553,-2.645297328,25.82987867,1.607954546,omnivoregroundforager,NA,NA,omnivorelowercanopyforager,omnivoregroundforager,NA,1,1,1,3,0.833333333,no,no,0,5,4,0,2,1,2,10.51432321,10.51432321,9.325,9.4,28.4,11.2,5.409279757,0.488013189,Node154,Zonotrichia_leucophrys,Spizella_pallida,0.964611511,0.346467137,1,1,0,2.585517822,0.037951332,0
965,White-crowned Sparrow,Brewer's Sparrow,Zonotrichia_leucophrys,Spizella_breweri,Emberizidae,Emberizidae,0,0,0.518476499,0,0,0,-4.605170186,-4.605170186,-4.605170186,25.82987867,1.333333334,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,5,5,1,2,2,2,10.51432321,10.51432321,8.8,8.217469051,28.4,10.9,6.938456373,0.372980578,Node154,Spizella_breweri,Zonotrichia_leucophrys,0.978583852,0.421884725,1,1,0,1.77777778,0.26881788,0
966,White-crowned Sparrow,Song Sparrow,Zonotrichia_leucophrys,Melospiza_melodia,Emberizidae,Emberizidae,0,1,0.665139247,0.380648276,1.074570547,0.132294899,-0.939947674,0.081184099,-1.949853621,22.22323092,2.339285715,omnivoregroundforager,NA,NA,omnivorelowercanopyforager,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,2,3,3,10.51432321,10.51432321,11.4,10.68446056,28.4,19.96,4.30453629,0.394144966,Node155,Melospiza_melodia,Zonotrichia_leucophrys,0.593850886,0.284385148,1,1,0,5.472257656,0.442410218,0
967,White-crowned Sparrow,Bewick's Wren,Zonotrichia_leucophrys,Thryomanes_bewickii,Emberizidae,Troglodytidae,0,0,0.389086784,0.160214252,1.055199216,0.033336149,-1.77069733,0.063161839,-3.138768142,87.37121756,2.1875,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,yes,0,5,5,1,2,2,2,10.51432321,10.51432321,14.1,14.2,28.13333333,9.9,4.547416531,0.339965491,Node55,Thryomanes_bewickii,Zonotrichia_leucophrys,1.021968862,0.54169766,0,1,0,4.78515625,0.151388525,0
968,White-crowned Sparrow,House Wren,Zonotrichia_leucophrys,Troglodytes_aedon,Emberizidae,Troglodytidae,0,0,0.494893262,0.0390625,0.187038476,0.000513774,-3.014660283,-1.62435626,-4.555069072,87.37121758,3.033333334,omnivoregroundforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,5,5,1,2,3,3,10.51432321,10.51432321,12.325,12.25,27.6,10.4,6.634173449,0.429314913,Node55,Zonotrichia_leucophrys,Troglodytes_aedon,0.987932167,0.398611687,0,1,0,9.201111115,0.244919341,0
969,White-crowned Sparrow,Pacific Wren,Zonotrichia_leucophrys,Troglodytes_pacificus,Emberizidae,Troglodytidae,0,0,0.700882693,0.149216666,0.505556235,0.033963773,-1.837489325,-0.662508893,-3.124389325,87.37121762,2.9375,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,5,5,1,2,3,3,10.51432321,10.51432321,12.4625,13.325,28.4,9.25,7.446550106,0.335688163,Node55,Troglodytes_pacificus,Zonotrichia_leucophrys,1.059134361,0.412293212,0,1,0,8.62890625,0.491236549,0
970,White-crowned Sparrow,Marsh Wren,Zonotrichia_leucophrys,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.404370403,0.061095986,0.228635964,0.003512821,-2.643724399,-1.432816051,-4.304116341,87.37121756,2.291666667,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,2,1,2,10.51432321,10.51432321,13.5,13.5,28.4,11.7,7.766294154,0.397250405,Node55,Zonotrichia_leucophrys,Cistothorus_palustris,0.94170075,0.49995124,0,1,0,5.251736113,0.163515423,0
971,White-throated Sparrow,Chipping Sparrow,Zonotrichia_albicollis,Spizella_passerina,Emberizidae,Emberizidae,0,0,0.897371222,0.67520433,1.077693107,0.21780784,-0.378038193,0.084059038,-1.479252812,25.82987867,1.357142857,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,11.4,11.4,9.4,9.5,24.4,12.2,9.858348216,0.241423854,Node154,Zonotrichia_albicollis,Spizella_passerina,0.832554611,0.439207999,1,1,0,1.841836734,0.80527511,0
972,White-throated Sparrow,(Slate-colored Junco) Dark-eyedJunco,Zonotrichia_albicollis,Junco_hyemalis,Emberizidae,Emberizidae,0,1,0.784447188,0.596184029,0.987922799,0.029316444,-0.500571661,-0.002079361,-3.236112425,13.52189428,3.071428572,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,3,3,11.4,11.4,10.5734104,10.58062613,24.4,19.21667,8.816241682,0.361347818,Node175,Zonotrichia_albicollis,Junco_hyemalis,0.488676786,0.274355533,1,1,0,9.433673473,0.615357391,0
973,White-throated Sparrow,Song Sparrow,Zonotrichia_albicollis,Melospiza_melodia,Emberizidae,Emberizidae,1,1,0.862439573,0.635806419,1.013123664,0.086951215,-0.437255481,0.022860363,-2.333547365,22.22323092,1.857142857,omnivoregroundforager,NA,NA,omnivorelowercanopyforager,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,11.4,11.4,11.4,10.68446056,24.4,20,7.253755956,0.37450464,Node155,Zonotrichia_albicollis,Melospiza_melodia,0.445926966,0,1,1,0,3.448979591,0.743802017,0
974,White-throated Sparrow,Lincoln's Sparrow,Zonotrichia_albicollis,Melospiza_lincolnii,Emberizidae,Emberizidae,0,0,0.623256773,0.812906242,1.284146522,0.069115832,-0.194913007,0.257851422,-2.536842273,22.22323092,1.544642857,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,4,0,3,2,3,11.4,11.4,10.08897985,10.08897985,24.4,16.6,8.709283855,0.483641683,Node155,Melospiza_lincolnii,Zonotrichia_albicollis,0.620629065,0.349527726,1,1,0,2.385921556,0.388449005,0
975,White-throated Sparrow,Swamp Sparrow,Zonotrichia_albicollis,Melospiza_georgiana,Emberizidae,Emberizidae,0,0,0.806486046,0.450235712,1.044047585,0.037452918,-0.776016503,0.052637596,-3.04801726,22.22323092,1.791666667,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,2,3,11.4,11.4,10.4,10.86432019,24.4,16.1,10.32567979,0.236613145,Node155,Melospiza_georgiana,Zonotrichia_albicollis,0.644797534,0.302997606,1,1,0,3.210069446,0.650419742,0
976,White-throated Sparrow,House Wren,Zonotrichia_albicollis,Troglodytes_aedon,Emberizidae,Troglodytidae,0,0,0.539431221,0.645833333,1.15630991,0.007857938,-0.421848588,0.153844842,-4.025307164,87.37121757,2.719047619,omnivoregroundforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,5,5,1,3,3,3,11.4,11.4,12.325,12.25,24.4,10.95,10.24989126,0.277133754,Node55,Troglodytes_aedon,Zonotrichia_albicollis,0.895122157,0.279314097,0,1,0,7.393219954,0.290986042,0
977,White-throated Sparrow,Winter Wren,Zonotrichia_albicollis,Troglodytes_hiemalis,Emberizidae,Troglodytidae,0,0,0.921499114,0.693013378,1.122805972,0.227650644,-0.352379357,0.124697716,-1.436953566,87.37121758,2.446428572,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,5,5,1,3,3,3,11.4,11.4,12.9,12.975,24.4,8.9,9.67497033,0.33656752,Node55,Zonotrichia_albicollis,Troglodytes_hiemalis,1.004256867,0.351587764,0,1,0,5.985012758,0.849160617,0
978,White-throated Sparrow,Marsh Wren,Zonotrichia_albicollis,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.431227894,0.049851034,0.233641201,0.003732216,-2.815896571,-1.412058624,-4.288010674,87.37121756,2.375,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,1,3,11.4,11.4,13.5,13.5,24.4,11.475,10.2826602,0.415717034,Node55,Zonotrichia_albicollis,Cistothorus_palustris,0.868569155,0.411188923,0,1,0,5.640625,0.185957497,0
979,Chipping Sparrow,Clay-colored Sparrow,Spizella_passerina,Spizella_pallida,Emberizidae,Emberizidae,0,1,0.861767041,0.159961777,2.684595728,0.012616839,-1.772181708,0.991248185,-3.789060562,5.874843828,1.340909091,omnivoregroundforager,NA,NA,omnivorelowercanopyforager,omnivoregroundforager,NA,1,1,1,3,0.833333333,no,no,0,5,4,0,3,1,3,9.4,9.5,9.325,9.4,12.2,11.2,8.552191172,0.720307622,Node182,Spizella_pallida,Spizella_passerina,0.292441744,0.089502647,1,1,0,1.79803719,0.742642433,0
980,Chipping Sparrow,Brewer's Sparrow,Spizella_passerina,Spizella_breweri,Emberizidae,Emberizidae,0,1,0.81749675,0.056980057,1.906574047,0.017292136,-2.703360361,0.650539242,-3.601156677,10.24587621,1.652777778,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,5,5,1,3,2,3,9.4,9.5,8.8,8.217469051,12.2,10.9,5.621547276,0.429306723,Node180,Spizella_passerina,Spizella_breweri,0.335668233,0.256822833,1,1,0,2.731674383,0.668300936,0
981,Chipping Sparrow,Botteri's Sparrow,Spizella_passerina,Aimophila_botterii,Emberizidae,Emberizidae,0,0,0.474761269,0,-0.005328698,0.000216294,-4.605170186,-5.366317445,-4.583771382,26.80222724,2.071428571,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,1,3,9.4,9.5,8.4,11.09582499,12.2,19.9,7.016636244,0.457279984,Node153,Spizella_passerina,Aimophila_botterii,0.699488227,0.335377375,1,0,0,4.290816325,0.225398263,0
982,Chipping Sparrow,Cassin's Sparrow,Spizella_passerina,Aimophila_cassinii,Emberizidae,Emberizidae,0,0,0.442277287,0.127860865,0.38936904,0.005318799,-1.981510327,-0.917869377,-4.178674512,26.80222724,2.116071429,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,no,0,5,5,1,3,1,3,9.4,9.5,12,12,12.2,18.9,6.916354279,0.336581032,Node153,Spizella_passerina,Aimophila_cassinii,0.661608623,0.494162889,1,1,0,4.477758293,0.195609199,0
983,Chipping Sparrow,Song Sparrow,Spizella_passerina,Melospiza_melodia,Emberizidae,Emberizidae,0,0,0.92593895,0.283344609,1.101315047,0.064431576,-1.226407221,0.105544041,-2.597875019,25.82987867,2.075892857,omnivoregroundforager,NA,NA,omnivorelowercanopyforager,NA,NA,1,0,1,2,0.666666667,no,no,0,5,5,1,3,3,3,9.4,9.5,11.4,10.68446056,12.2,19.98,5.851423344,0.42022525,Node154,Spizella_passerina,Melospiza_melodia,0.702350213,0.439207999,1,1,0,4.309331154,0.857362939,0
984,Chipping Sparrow,Swamp Sparrow,Spizella_passerina,Melospiza_georgiana,Emberizidae,Emberizidae,0,0,0.924421077,0.095330665,0.334272601,0.012799457,-2.250650687,-1.066321491,-3.781018559,25.82987867,1.348214286,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,2,3,9.4,9.5,10.4,10.86432019,12.2,16.1,4.381438384,0.70256002,Node154,Spizella_passerina,Melospiza_georgiana,0.526671928,0.317956156,1,1,0,1.817681761,0.854554328,0
985,Chipping Sparrow,Lark Bunting,Spizella_passerina,Calamospiza_melanocorys,Emberizidae,Emberizidae,0,0,0.626826468,0.356524428,0.618460183,0.00934085,-1.003690108,-0.464482605,-3.94553584,28.14826784,3.777868853,omnivoregroundforager,NA,NA,omnivoregroundforager,NA,NA,1,1,1,3,1,no,no,0,5,5,1,3,1,3,9.4,9.5,14,13,12.2,37.6,7.469340903,0.24291199,Node151,Spizella_passerina,Calamospiza_melanocorys,1.060927942,0.631147875,1,1,0,14.27229307,0.392911421,0
986,Chipping Sparrow,Bewick's Wren,Spizella_passerina,Thryomanes_bewickii,Emberizidae,Troglodytidae,0,0,0.705496895,0.084381976,0.660210638,0.015515293,-2.360405156,-0.400163231,-3.668477281,87.37121758,1.761904762,omnivoregroundforager,NA,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.333333333,no,yes,0,5,5,1,3,2,3,9.4,9.5,14.1,14.2,12.2,9.9,5.166983145,0.363967885,Node55,Thryomanes_bewickii,Spizella_passerina,0.457057102,0.636761422,0,1,0,3.10430839,0.497725869,0
987,Chipping Sparrow,House Wren,Spizella_passerina,Troglodytes_aedon,Emberizidae,Troglodytidae,0,0,0.66904815,0.102662538,1.287520642,0.016059758,-2.183358318,0.260455245,-3.647362994,87.37121759,2.901785715,omnivoregroundforager,NA,NA,insectivorelowercanopygleaner,NA,NA,0,0,0,0,0,no,yes,0,5,5,1,3,3,3,9.4,9.5,12.325,12.25,12.2,10.58333333,5.994185369,0.554159521,Node55,Spizella_passerina,Troglodytes_aedon,0.377035165,0.520499789,0,1,0,8.420360336,0.447625427,0
988,Chipping Sparrow,Marsh Wren,Spizella_passerina,Cistothorus_palustris,Emberizidae,Troglodytidae,0,0,0.890387076,0.055317323,0.311951439,0.004039253,-2.728497995,-1.133354555,-4.265898087,87.37121758,2.1875,omnivoregroundforager,NA,NA,insectivoremarshgleaner,NA,NA,0,0,0,0,0,no,no,0,5,5,1,3,1,3,9.4,9.5,13.5,13.5,12.2,11.61,7.164655945,0.444930483,Node55,Spizella_passerina,Cistothorus_palustris,0.222641317,0.601647734,0,1,0,4.78515625,0.792789145,0
989,Clay-colored Sparrow,Brewer's Sparrow,Spizella_pallida,Spizella_breweri,Emberizidae,Emberizidae,1,1,0.179105899,0.356101486,2.273814281,0.031581697,-1.0048447,0.825846975,-3.180095184,10.24587621,0.888888889,omnivorelowercanopyforager,omnivoregroundforager,NA,insectivoregroundgleaner,NA,NA,0,1,0,1,0.166666667,no,no,0,4,5,0,1,2,2,9.325,9.4,8.8,8.217469051,11.2,10.9,7.765158258,0.395653729,Node180,Spizella_pallida,Spizella_breweri,0.164775572,0.240722338,1,1,0,0.790123457,0.032078923,0
990,Clay-colored Sparrow,(Oregon Junco) Dark-eyed Junco,Spizella_pallida,Junco_hyemalis,Emberizidae,Emberizidae,0,0,0.380729631,0.177722565,1.239363092,0.010228642,-1.672790124,0.222633895,-3.900655758,25.82987867,2.875,omnivorelowercanopyforager,omnivoregroundforager,NA,omnivoregroundforager,NA,NA,1,1,1,3,0.833333333,no,no,0,4,5,0,1,3,3,9.325,9.4,10.5734104,10.58062613,11.2,20,6.51613184,0.475576324,Node154,Spizella_pallida,Junco_hyemalis,0.761458138,0.354462172,1,1,0,8.265625,0.144955052,0
991,Clay-colored Sparrow,Song Sparrow,Spizella_pallida,Melospiza_melodia,Emberizidae,Emberizidae,0,0,0.872029862,0.429801018,2.20478033,0.027307987,-0.821432886,0.795153225,-3.288547847,25.82987867,1.958333333,omnivorelowercanopyforager,omnivoregroundforager,NA,omnivorelowercanopyforager,NA,NA,1,1,1,3,0.833333333,no,no,0,4,5,0,1,3,3,9.325,9.4,11.4,10.68446056,11.2,19.96,6.963539951,0.448962964,Node154,Spizella_pallida,Melospiza_melodia,0.760142416,0.448234749,1,1,0,3.835069443,0.76043608,0
992,Clay-colored Sparrow,Spotted Towhee,Spizella_pallida,Pipilo_maculatus,Emberizidae,Emberizidae,0,0,0.172077997,0.356212121,3.159504907,0.037473101,-1.004542548,1.153575395,-3.047592023,25.82987867,3.291666667,omnivorelowercanopyforager,omnivoregroundforager,NA,omnivoregroundforager,NA,NA,1,1,1,3,0.833333333,no,no,0,4,5,0,1,2,2,9.325,9.4,14.36666667,14,11.2,39.45,7.108626849,0.450167149,Node154,Spizella_pallida,Pipilo_maculatus,1.122105284,0.657428128,1,1,0,10.83506945,0.029610837,0
993,Clay-colored Sparrow,Lark Bunting,Spizella_pallida,Calamospiza_melanocorys,Emberizidae,Emberizidae,0,0,0.356562329,0.404887287,1.215397529,0.04480258,-0.879748393,0.203265305,-2.904018006,28.14826784,3.25,omnivorelowercanopyforager,omnivoregroundforager,NA,omnivoregroundforager,NA,NA,1,1,1,3,0.833333333,no,no,0,4,5,0,1,1,1,9.325,9.4,14,13,11.2,37.6,10.43442381,0.305019569,Node151,Calamospiza_melanocorys,Spizella_pallida,1.100495467,0.637462441,1,1,0,10.5625,0.127136694,1
994,Clay-colored Sparrow,House Wren,Spizella_pallida,Troglodytes_aedon,Emberizidae,Troglodytidae,0,0,0.723913786,0.373141598,2.247279245,0.055158591,-0.959350651,0.814160214,-2.730931119,87.37121759,2.616071429,omnivorelowercanopyforager,omnivoregroundforager,NA,insectivorelowercanopygleaner,NA,NA,0,1,0,1,0.166666667,no,yes,0,4,5,0,1,3,3,9.325,9.4,12.325,12.25,11.2,10.4,7.511138305,0.563208213,Node55,Troglodytes_aedon,Spizella_pallida,0.272227795,0.528138954,0,1,0,6.843829722,0.52405117,0
